Class Index,Title,Description
3,google slashes ipo gets pricing go ahead,new york san francisco reuters  google inc  lt a href= http  www investor reuters com fullquote aspx ticker=goog oq target= stocks quickinfo fullquote gt goog oq lt a gt on wednesday got the green light to go ahead with a downsized version of its much hyped initial public offering meaning its shares could debut on nasdaq as soon as thursday
4,product review business pc roundup  part 2 newsfactor,newsfactor  over the last several weeks newsfactor has looked at ten of the market s best known and most sought after business computers each has its strengths and weaknesses the difficult part is finding the one that strikes the best balance between merits and flaws
4,analyst crm mergers and acquisitions picking up newsfactor,newsfactor  most industry observers agree that the crm software market is picking up speed this year and will continue to do so next year and most also agree that venture capitalists have been waiting for several years to make their next moves regarding the startups they have backed through the thin years
4,vitamin e thwarts colds in the elderly,by amanda gardner healthday reporter  healthdaynews  nursing home residents who take daily doses of vitamin e appear to be less likely to develop certain respiratory infections a new study finds the protective effect was most pronounced with upper respiratory infections such as the common cold
4,ford kills everest procurement software system,ford motor co has decided to stop work on a major procurement software system built around oracle s 11i e business suite of apps and plans to move back toward its original custom written mainframe based applications
4,netratings survey shows broadband users now a majority in u s,there were an estimated 63 million broadband users or 51 of all home internet users last month compared with 61 3 million dial up users 49 of the total according to a survey by netratings inc
4,brief fedex kinko s launches internet based print options,fedex kinko s yesterday launched a web based tool geared toward mobile professionals and small businesses that allows microsoft windows users to connect to fedex kinko s printing centers
4,sun postpones september user show,in a bid to save money sun microsystems is postponing its sunnetwork 2004 san francisco user conference and may merge the event with its javaone 2005 developer conference set for next june
4,researchers find holes in xp sp2,security researchers found two software flaws in the windows xp service pack 2 that could allow virus writers and malicious hackers to sidestep new security features in the operating system
4,hp pledges to correct order processing problems,at hp world this week company officials scrambled to reassure customers that it is working hard to fix its order processing problems by the end of this month
4,catching gotchas in tech contracts,it managers and contract specialists often fail to include important criteria in final tech deals such as performance promises made by vendors during the request for proposals process said negotiation experts at an ibm share conference
4,netscape 7 2 released,netscape communications yesterday released netscape 7 2 which is based on version 1 7 of mozilla the most recent version of the mozilla internet application suite
4,brief sap users warned of false support calls,sap ag is warning customers not to provide confidential information on the phone to people claiming to be company support staff
4,review robovacs no match for normal vacuum cleaners,by mark jewell boston ap a new generation of robotic vacuums is ready to do battle with dirt dust and dog hair with more cleaning power and cunning than their ancestors could muster faced with the usual obstacles  furniture stairs low hanging bed skirts and stray socks  they intelligently and acrobatically extricate themselves from most tight spots and largely avoid getting stuck or sucking in what they shouldn t
1,sharon s likud rejects coalition bid first returns reuters,reuters  israeli prime minister ariel sharon s right wing likud party voted wednesday to bar a coalition with center left labor that he seeks to advance his gaza withdrawal plan according to early returns
1,un concerned by lack of darfur progress on ground reuters,reuters  the united nations said on wednesday it was concerned by sudan s lack of progress in bringing security to darfur where more than a million people have fled their homes for fear of militia attack
1,sharon s likud rejects coalition bid first returns,tel aviv israel reuters  israeli prime minister ariel sharon s right wing likud party voted wednesday to bar a coalition with center left labor that he seeks to advance his gaza withdrawal plan according to early returns
3,medtronic quarterly net up reuters,reuters  medtronic inc  mdt n on wednesday said its quarterly earnings rose on brisk demand for devices that manage irregular heart beats and products used to treat the spine
3,google says ipo auction has closed,new york reuters  google inc said on wednesday that the auction has closed for its initial public offering
2,bloom will appeal latest ncaa rebuff ap,ap  colorado wide receiver jeremy bloom decided wednesday to keep fighting the ncaa for the right to accept commercial ski endorsements while playing college football
1,u s forces kill 50 sadr militia in baghdad suburb reuters,reuters  u s forces killed more than 50 shi ite militiamen wednesday in a significant advance into a baghdad suburb that is a powerbase for radical cleric moqtada al sadr the military said
1,besieging holy sites past lessons,the standoff at one of islam s holiest shrines parallels one at the church of the nativity in 2002
1,british say us gave terror suspects a heads up,eight alleged terrorists were charged in britain this week one was caught with detailed plans of several us buildings
3,ipo quiet period needs  39 good hard look 39  sec chief,washington reuters  the rules on what executives may and may not say during the run up to launching a company onto the public markets need a quot good hard look quot the top us securities regulator said on wednesday
3,crude oil crosses the $47 per barrel mark,new york august 18 new ratings  crude oil prices reached new record high levels today following the us energy department report regarding the expanded operations by the us refineries and increased gasoline demand for this year
3,fleet bank to lay off workers,hundreds of branch employees at fleet bank one of the largest banks in philadelphia and now part of bank of america are being laid off wednesday across the northeast
3,intuit posts wider loss after charge,san francisco reuters  intuit inc  intu o quote profile research  maker of the no 1 us tax presentation software turbotax on wednesday posted a wider quarterly loss from a year earlier after taking a goodwill impairment charge during its
3,google gets the green light markets perk up,the sec hurdle had been closely watched after google made some missteps after announcing its intention to go public including possibly violating the quiet period regulations at the market close the dow had climbed 110 32
3,parmalat sues former auditors for at least $10 bn,london august 18 new ratings  the insolvent italian dairy food product company parmalat finanziaria spa paf fse  filed a lawsuit against its former auditors deloitte amp touche and grant thornton today seeking damages of at least $10 billion
3,mexican volkswagen workers strike over wage increase,volkswagen workers in mexico have gone on strike after rejecting a wage increase offered by company management
3,synovis shares tumble as profit revenue fall,chicago aug 18 reuters  shares of synovis life technologies inc syno o quote profile research tumbled 13 percent on wednesday after the company reported a drop in quarterly net income and withdrew its annual and fourth quarter outlook citing
4,windows xp sp2 firewall,last week microsoft finally released the much anticipated service pack 2 sp2 for windows xp this update represents a fundamental change in many aspects of windows xp security and could reasonably be called the next release of windows xp as much as a
4,ford kills  39 everest 39 procurement software system,august 18 2004 computerworld  despite four years in production and an investment of millions of dollars ford motor co is pulling the plug on a major procurement software system built around oracle corp  39 s 11i e business suite of applications
4,scientists fear malaysian sea turtles threatened,scientists warn that the malaysian populations of several species of sea turtles are on the brink of collapse and could disappear without urgent action to eliminate poaching and other dangers
2,hamm becomes first us gymnast to win all round olympic title,aug 18 bloomberg paul hamm out scored south korean kim dae eun in the final exercise to become the first us gymnast to win the all round men 39 s title at an olympic games
2,return to olympia worth long wait,olympia amid the olive trees and just past the ancient ruins on a hillside bathed in an unrelenting mediterranean sun 15 000 spectators from around the world converged on this little town to watch 12 men and 12 women compete in the shot put at the
2,day 5 of olympics brings gold for some major upsets for others,a total of 21 gold medals will be awarded on wednesday at the athens olympics day five medals already awarded include archery boating and shooting events as well as judo cycling and weightlifting
1,radical shiite cleric  39 accepts peace plan 39,if the agreement is fulfilled and al sadr has made contradictory statements in the past it would resolve a crisis that had angered many of iraq 39 s majority shiites and threatened to undermine the fledgling interim government of prime minister
1,39 9 11 helper driven by anti israeli beliefs 39,a moroccan accused of helping the sept 11 suicide hijackers was part of a group that raged against the united states quot because it defends israel quot and himself approved of hitler 39 s extermination of the jews witnesses testified wednesday
3,ibm do we have a deal,speculation spreads that china s biggest computer maker will buy ibm s pc business also  clinton attends launch of chinese search engine powered by ai  hellip  a new dvd can play on old and new hd technology  hellip  and more
3,oil falls to 3 month low on mild weather,london reuters  oil prices fell more than a dollar to a three month low on tuesday as mild winter weather sapped demand in the heavy energy consuming u s northeast
4,wal mart does the notebook price limbo,the retailer trots out a portable pc for less than $600 is it getting ready for a laptop push for the holidays
2,american hamm claims men s gymnastics all round crown,athens reuters  paul hamm etched his name into the record books as he became the first american man to win the olympic gymnastics all round crown wednesday
1,egypt eyes possible return of ambassador to israel,cairo  egypt raised the possibility tuesday of returning an ambassador to israel soon according to the official mena news agency a move that would signal a revival of full diplomatic ties after a four year break
2,woods top ranking on line at nec invite ap,ap  tiger woods already lost out on the majors next up could be his no 1 ranking
4,nvidia to power next gen sony console,nvidia corp and sony computer entertainment inc  scei said tuesday that the two companies are working together to deveop a graphics subsystem for sony 39 s next generation video game console
4,mozilla thunderbird reaches 1 0,an anonymous reader writes quot mozilla thunderbird 1 0 is now available for download on mozilla 39 s ftp server quot here is the press release announcing the release
4,nasa seeks methods to repair shuttles in flight,nasa is hoping techniques that would enable a crew to repair damages to a space shuttle in flight will be ready for the shuttle 39 s planned may 2005 return to space officials with the agency said on monday
4,trend micro offers cellphone pda security,cupertino calif  dec 7  trend micro has announced the availability of trend micro mobile security providing antivirus and anti spam protection for sms messaging customers using data centric mobile phones and pdas
3,regulators clear google flotation,us regulators approve documents relating to google s flotation clearing the way for its market debut
3,mexican car workers stage walkout,workers at a volkswagen factory in mexico which manufactures vw s new beetle model have gone on strike over pay
1,heavy rains force another helicopter rescue operation in britain canadian press,canadian press  london ap  more than 50 people were rescued by a naval helicopter wednesday after two landslides caused by heavy rain trapped their vehicles on a highway in scotland police said
1,sharon s party bars bid for coalition on gaza plan,tel aviv reuters  israeli prime minister ariel sharon s likud party voted on wednesday to bar him from forming a coalition with the labour opposition an embarrassing blow that complicates his plan to withdraw from occupied gaza
3,update 1 sprint signs $3 billion wireless pacts,sprint corp said tuesday it reached multi year agreements totaling $3 billion with lucent technologies inc  motorola inc and nortel networks corp
3,group hurricane may cost insurers $7 4b,new york  hurricane charley will likely cost insurers at least $7 4 billion according to the insurance institute an industry trade group that based its estimate on initial claims data from florida residents and businesses
3,medtronic quarterly net up,chicago reuters  medtronic inc  mdt n quote profile research on wednesday said its quarterly earnings rose on brisk demand for devices that manage irregular heart beats and products used to treat the spine
3,viagra introduces its latest celebrity backer the devil,gone are the days when coyness ruled the marketing of the drug that helps the condition that men find hard to talk about in a madison avenue dream situation viagra is facing some stiff competition in a three way battle for
3,la parking company lands contract renewal with abia,los angeles based ampco system parking has received a multi year contract renewal with austin bergstrom international airport
4,our most vulnerable citizens don 39 t belong in hurricane danger zones,hilton head sc hurricane charley demonstrated last weekend why some of the nation 39 s most vulnerable folk  the ill the disabled and the frail elderly  should think twice before taking up residence in the most dangerous parts of
2,us cyclists capture three medals,athens greece  tyler hamilton 39 s greatest ride capped the finest olympic day for us cycling which won three of the six medals awarded in wednesday 39 s road time trials  surpassing its two total road medals won since the 1984 games in los
2,american hamm claims men 39 s gymnastics all round crown,athens reuters  paul hamm etched his name into the record books as he became the first american man to win the olympic gymnastics all round crown wednesday
2,cooke vows to learn athens lesson,nicole cooke could ride in four or more olympics but the pain of her first will always be with her after finishing just outside the medal placings in sunday 39 s road race the welsh cyclist put herself through another half hour of sun baked agony in the
2,us women shatter olympic 800 meter freestyle relay record,the united states has shattered a 17 year old world record in the women 39 s olympic 800 meter freestyle relay
2,reid opens his ireland account,wanted man andy reid did his market value no harm by grabbing his first republic of ireland goal against bulgaria at lansdowne road tonight
1,sadr agrees to lay down arms,iraq 39 s rebel shiite cleric moqtada al sadr accepted a peace plan to lay down arms and join a baghdad conference forming an interim national assembly
1,karzai sworn in as afghanistan s president,kabul reuters  hamid karzai was sworn in as afghanistan s first popularly elected president tuesday  promising to bring peace to the war torn nation and end the economy s dependence on narcotics
1,soldier 4 militants die in renewed gaza fighting,gaza reuters  four palestinian militants and an israeli soldier were killed tuesday in the heaviest gaza fighting since yasser arafat s death raising the prospect that renewed violence could complicate a vote for his successor
1,ukraine in turmoil as agreement crumbles,kiev ukraine reuters  ukraine s outgoing leader denied on tuesday he had agreed on concessions with his opponents to end a crisis that has plunged the country into turmoil and driven a wedge between russia and the west
3,after bell synopsys falls caci gains,new york reuters  shares of synopsys inc  lt a href= http  www investor reuters com fullquote aspx ticker=snps o target= stocks quickinfo fullquote gt snps o lt a gt  tumbled on wednesday after the semiconductor design software maker reported lower third quarter net income and said fourth quarter earnings and revenues would be below wall street estimates
3,u s treasury debt prices drop,new york reuters  u s treasury debt prices dropped on wednesday as the market succumbed to profit taking after racking up sizable gains over the past month
4,intuit posts wider loss on acquisitions ap,ap  intuit inc  the maker of turbotax tax preparation software and quickbooks accounting programs posted a wider loss in its latest quarter on acquisition related expenses
1,us deaths in combat near 1 000 iraqi pm meets putin,baghdad afp  the number of us soldiers killed in combat in iraq neared 1 000 after a spike in violence as prime minister iyad allawi prepared for talks in moscow aimed at reviving business ties despite russia 39 s opposition to the us led war
4,samsung network aims to keep olympics on track,cell phones and special network let officials reporters access info on event results medal counts event cancellations and the like
4,wal mart offers sub $600 notebook,the retailer trots out a bargain portable pc that packs wi fi is it getting ready for a laptop push for the holidays
4,google gets ipo green light from sec,the u s securities and exchange commission sec on wednesday gave its approval for google to proceed with its initial public offering ipo
1,fbi expects violence at gop convention ap,ap  the fbi anticipates violent protests at the upcoming republican national convention in new york but does not have enough evidence to move against any group or person the bureau s top terrorism official said wednesday
1,army deserter to move to japan,former us army sergeant charles robert jenkins who deserted to north korea news  web sites four decades ago said he decided to turn himself in to the us military and risk jail for the sake of his north korean born daughters whom he feared might be
1,finnish teenagers come top again in school skills,finland has kept its place at the top of a survey measuring teenagers 39 educational skills with schools in some asian countries also among the best performers
3,temporary flight caps are just that,quot we 39 ve worked hard to balance the need to provide vibrant air service and grow the economy with the need to clear the skies over o 39 hare quot said mineta  quot the process worked yielding substantial reductions that will produce results for the
4,how redmond won newham,microsoft chalked up a couple of government contract wins in the uk this week but while redmond touts total cost of ownership studies tco  an open source consultant says the numbers don 39 t add up
4,spruced up 64 bit windows beta ready,microsoft on wednesday made available the latest builds of its 64 bit version of windows xp professional and windows server 2003 enterprise that each features a handful of new improvements including the luna user interface windows messenger windows
2,kuranyi gives klinsmann debut win,vienna austria  kevin kuranyi scored a hat trick as germany began life under new coach juergen klinsmann with a 3 1 win in a friendly against austria
2,hungary defeats scotland,glasgow scotland ap  szabolcs huszti scored two goals as hungary defeated scotland 3 0 on wednesday in an international friendly
1,sadr agrees to end najaf crisis,najaf iraq reuters  a radical iraqi cleric leading a shi 39 ite uprising has agreed to disarm his militia and leave one of the country 39 s holiest islamic shrines after warnings of an onslaught by government forces
1,the olympics  weapon of mass distraction,as australians watch their country 39 s flag being raised yet again in athens it can be imagined that no one is more pleased nor more relieved than prime minister john howard writes the dominion post in an editorial
1,japan greets u s army deserter jenkins ap,ap  a north carolina man who deserted the u s army for north korea nearly 40 years ago was greeted by cheering crowds tuesday in his wife s hometown on a remote island in northern japan where he said he plans to live his remaining days
1,scottish landslides trap up more than 50 people afp,afp  more than 50 people were airlifted to safety after landslides caused by violent rain trapped cars on a road in scotland just days after flash floods devastated a tourist village in southwest england
1,newsview mosque adds problems for u s  ap,ap  the bush administration is supporting the iraqi government as it uses diplomacy and the threat of force to oust radical shiite cleric muqtada al sadr s militia from a holy shrine in najaf at the same time it is trying to steer clear of becoming the target of an angry muslim world
3,after the bell shares of synopsys tumble,new york reuters  shares of synopsys inc  lt a href= http  www investor reuters com fullquote aspx ticker=snps o target= stocks quickinfo fullquote gt snps o lt a gt  tumbled on wednesday after the semiconductor design software maker reported lower third quarter net income and said fourth quarter earnings and revenues would be below wall street estimates
2,earl snyder called up to help red sox ap,ap  earl snyder grew up rooting for red sox outfielder ellis burks now he s sitting next to him
1,u s  al sadr withdrawal would be welcome ap,ap  the bush administration reacted suspiciously wednesday to reports that the radical shiite cleric muqtada al sadr had accepted a peace plan to end fighting in najaf
1,potential development in peterson case,redwood city calif  in a surprise move wednesday the judge in scott peterson s murder trial postponed the cross examination of peterson s former mistress and sent the jury home early because of a potential development judge alfred a
1,stocks close higher ahead of google ipo,new york  investors shrugged off rising crude futures wednesday to capture attractively valued shares sending the nasdaq composite index up 2 percent ahead of google inc s much anticipated initial public offering of stock the dow jones industrial average rose more than 110 points
1,groups try to aid elderly charley victims,sarasota fla  the devastation brought on by hurricane charley has been especially painful for an elderly population that is among the largest in the nation
1,radical cleric accepts najaf peace plan,najaf iraq  radical shiite cleric muqtada al sadr accepted a peace plan wednesday that would disarm his militia and remove them from their hideout in a revered shrine raising hopes of resolving a crisis that has angered many of iraq s majority shiites and threatened to undermine the fledgling interim government but al sadr has made contradictory statements in the past and aides to the cleric said he still wanted to negotiate details of the deal to end two weeks of fighting between his forces and u s led troops
1,hamm wins all around gymnastics title,athens greece  with his medal hopes all but gone after he hit the judges table on his vault landing paul hamm performed two of the most spectacular routines of his career to win the men s all around gymnastics title by the closest olympics margin ever i m happy right now
1,wen ho lee reporters held in contempt,washington  a federal judge held five reporters in contempt wednesday for refusing to identify their sources for stories about wen ho lee a former nuclear weapons scientist once suspected of spying u s
1,egypt announces breakthrough on mideast peace afp,afp  key players in the search for middle east peace have reached understanding on a plan that could lead to a comprehensive settlement
2,mlb players 39 union engage in steroid talks,cbc sports online  major league baseball players and owners are currently meeting to hammer out a deal that would toughen rules on steroid testing in baseball
4,nvidia to power sony 39 s playstation 3,sony and nvidia are to co develop a graphics engine to power graphics cards and entertainment consoles the chip will be used in nvidia 39 s geforce cards which will power forthcoming consumer devices from sony
4,oracle unveils standalone business intelligence product,oracle corp on monday introduced a standalone business intelligence product that 39 s designed to address a large portion of an enterprise 39 s analytical requirements including information access
4,reading feeds with thunderbird,the mozilla foundation today officially launched the thunderbird email program  a companion to the firefox web browser if you 39 re on a pop3 or imap email server check out thunderbird
3,weak demand behind google price cut,news analysis google 39 s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large
3,oil prices set another record,aris aug 18  oil prices climbed above $47 a barrel today setting yet another record after figures showed supplies in the united states were down for a third consecutive week while a report from opec highlighted the threat of high oil
3,us airlines agree to cut flights at chicago 39 s o 39 hare,chicago aug 18 reuters  us airlines have agreed to limit flights into chicago 39 s o 39 hare international airport at peak periods to stem record delays that have slowed aviation nationwide federal officials said on wednesday
4,half of us web users now on broadband  report,new york reuters  more than half of all us residential internet users reached the web via fast broadband connections in july outpacing use of slower dial up connections for the first time market researcher nielsen netratings said on
4,it 39 s hip it 39 s funky it 39 s a pc made just for teens,austin texas  it is not your typical humdrum slate coloured computer not only is the pc known as the  39 hip e 39 almost all white but its screen and keyboard are framed in fuzzy pink fur or a leopard skin design or a graffiti themed pattern
2,beckham  39 england needed this boost 39,david beckham admitted england needed to prove a point by beating ukraine in wednesday night 39 s friendly at st james 39 park
2,scotland v hungary player ratings,david marshall the celtic goalkeeper continued his rapid rise to fame with his first international start blameless at the penalty and was given no chance with hustzi 39 s stunning second unlucky to have pressley 39 s attempted clearance cannon off him
2,lefty done for season with torn left flexor tendon,philadelphia  andy pettitte 39 s frustrating season officially came to an end wednesday when the houston astros announced that the left hander will undergo surgery to repair the torn flexor tendon in his left elbow
1,bargain hunting iraq deal push up us shares,new york  us share prices surged on wednesday as bargain hunting and news of a peace deal in the iraqi city of najaf overcame all time high oil prices and weak demand for the google share float
1,pope 39 s french visit leaves debt,france 39 s roman catholic church has reported a 1 3m euro deficit  $1 6m from a visit by the pope to the southern shrine of lourdes
4,five new moons for planet neptune,five new moons have been discovered orbiting the giant planet neptune
4,vonage dial 311 for city info,subscribers of the company s net phone service can get information on park locations public transit and so on
2,england germany win cup qualifying preps ap,ap  looking to rebound after poor showings in euro 2004 england and germany won tuneup games wednesday in preparation for qualifiers for the 2006 world cup
2,dolphins player pleads innocent to assault ap,ap  miami dolphins receiver david boston pleaded innocent tuesday to charges of assaulting a ticket agent at the burlington international airport in october
2,hairston out for season,the orioles learn wednesday that outfielder jerry hairston will be lost for the season with a broken left ankle  hairston was injured crashing into the outfield wall tuesday night
3,delta seeks permission to buy back certain bonds,new york aug 18 reuters  delta air lines dal n quote profile research said on wednesday it was asking permission to buy back debt from about 10 percent of its bondholders in a first step toward the struggling company 39 s efforts to restructure its
4,briefly vonage users dial 311 for city info,roundup plus mozilla makes japanese push  macromedia offers flash video tool  utstarcom wins indian ip gear contract
4,ibm chalks up two health care wins,the deals with a university medical center and a california health care provider come two weeks after a win with the mayo clinic
1,results of presidential campaign polls ap,ap  results of recent polls on the presidential race listed above each set of results is the name of the 2000 winner in a given state the organization that conducted the poll the dates the number interviewed whether it was adults registered voters rv or likely voters lv and the margin of error moe  results may not total 100 percent because of rounding
2,crowd inspires greek beach volleyballers us duo ousted,athens reuters  a roaring crowd helped inspire greece 39 s top women 39 s beach volleyball team to trounce china on wednesday and reach the next round
2,golfer ryan baca misses cut at us amateur,mamaroneck ny  baylor senior ryan baca richmond texas finished tied for 128th with a 36 hole total of 155 at the 104th us amateur golf championship at the 7 266 yard par 70 winged foot golf club west course tuesday
1,sharon 39 s party rejects coalition bid,tel aviv reuters  israeli prime minister ariel sharon 39 s likud party has voted to bar him from forming a coalition with the labour opposition an embarrassing blow that complicates his plan to withdraw from occupied gaza
1,arafat admits mistakes slow on palestinian reform,ramallah west bank reuters  palestinian president yasser arafat made a rare admission of mistakes on wednesday and urged reforms to end corruption after an unprecedented wave of turmoil
1,african union pledges to send more troops to darfur,kigali rawanda aug 18 2004 rna  the african union has pledged to send more troops to darfur sudan to protect civilians in case militias resume attacks on them official sources told rna  quot this is essential in order to give ourselves sufficient
4,study global warming could affect calif  ap,ap  global warming could cause dramatically hotter summers and a depleted snow pack in california leading to a sharp increase in heat related deaths and jeopardizing the water supply according to a study released monday
4,new bird species found in philippines ap,ap  filipino and british wildlife researchers say they ve stumbled upon what appears to be a new species of flightless bird found only on the tiny forested island of calayan in the northern philippines
4,briefly ibm chalks up two health care wins,roundup plus vonage users dial 311 for city info  mozilla makes japanese push  macromedia offers flash video tool
3,freddie mac says may face sec action reuters,reuters  mortgage finance company freddie mac fre n on wednesday said it may face civil action from the u s securities and exchange commission for possible violations of securities laws
3,freddie mac says may face sec action,los angeles reuters  mortgage finance company freddie mac lt a href= http  www investor reuters com fullquote aspx ticker=fre n target= stocks quickinfo fullquote gt fre n lt a gt on wednesday said it may face civil action from the u s securities and exchange commission for possible violations of securities laws
1,gop incumbent wins wyo primary for house ap,ap  incumbent republican rep barbara cubin easily fended off four gop challengers to earn a shot at a sixth term in november s general election
3,sec gives the thumbs up to google 39 s ipo,earlier wednesday google cut the range of its ipo price to $85 $95 per share from $108 $135 per share and the number of shares that will be sold from 25 7 million to 19 6 million the cuts mean google could raise about $1 8 billion in
3,australia press murdoch drums up support for us move,sydney dow jones  news corp  nws chairman rupert murdoch said there was quot no choice quot but to change the media giant 39 s domicile to the us as he attempts to win over crucial support from australian investors for the move the australian financial review
3,delta ceo presents long awaited plan to board,chicago aug 18 reuters  delta air lines chief executive gerald grinstein presented his long awaited plan for the airline 39 s future to board members on wednesday a strategy that could determine whether the struggling carrier
3,parmalat sues grant thornton and deloitte,italian based parmalat is suing its former auditors  grant thornton international and deloitte touche tohmatsu  for billions of dollars in damages parmalat blames its demise on the two companies 39 mismanagement of its finances
4,broadband reaches critical mass,nielsen netratings is reporting that broadband connections for the first time reached 51 percent of the american online population at home during the month of july as compared to 38 percent last july sixty three million web
4,compuware blasts ibm 39 s legal tactics,two years ago ibm was ordered to produce the source code for its products which compuware identified as containing its pirated intellectual property the code was missing but lo and behold  last week they called and said they had it quot
4,a brighter outlook,the start up company made its retail debut wednesday with you perform a collection of more than a dozen add ons for outlook the widely used e mail and calendar application included in microsoft office
4,five new moons for planet neptune,five new satellites  and one candidate moon  have been discovered orbiting the giant planet neptune bringing its tally of moons to 13
4,ford drops oracle based purchasing system,ford motor co on wednesday said it has scrapped a 5 year old project to move suppliers over to an internet based purchasing system powered by oracle corp software deciding instead to revert back to its custom built system
4,pakistani firms answer call for cell phones,tens of thousands of pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections a sign of the pent up demand in a country where cell phone usage has remained low
2,upi newstrack sports,athens greece aug 18 upi paul hamm produced an amazing comeback wednesday night to become the first american male to win the olympic gymnastics all around gold medal
2,historic return but how much has it all changed,the occasion was clearly too much for kristin heaton the first athlete for 1 611 years to compete at the original olympic games venue of olympia the american opened the women 39 s shot put competition yesterday but could not
2,england beats ukraine in world cup soccer warm up update1,aug 18 bloomberg shaun wright phillips scored in his international debut as england beat ukraine 3 0 in a warm up for soccer world cup qualifying while italy lost 2 0 to iceland
2,naked ambition finally earns reward for williamson,for eight years alison williamson has been all too aware that the only time she imposed herself on the national consciousness was when she posed nude for a glossy magazine as of yesterday she will be remembered as an olympic bronze
1,doubts over sadr peace deal,the radical shia cleric moqtada al sadr was reported last night to have accepted a peace deal that could end the violent two week uprising in najaf and see his militia leave the city 39 s imam ali shrine
1,typhoon megi claims six lives,heavy rains from typhoon megi pounded shikoku island in western japan killing at least six people the mainichi shimbus reported wednesday
3,freddie mac may face sec civil action,los angeles reuters  freddie mac lt a href= http  www investor reuters com fullquote aspx ticker=fre n target= stocks quickinfo fullquote gt fre n lt a gt  the no 2 u s  mortgage finance company on wednesday said it may face civil action from the u s securities and exchange commission for possible violations of securities laws
4,ibm tightening eclipse java linux links,ibm on thursday will announce the release of a free tools bundle for eclipse to make it easier to deploy java applications on linux
2,callahan gets fresh start with huskers ap,ap  ten days after getting run out of oakland bill callahan walked into lincoln and took over one of the nation s most high profile college football programs time will tell whether it s a soft landing for the man who two years ago led the raiders to the super bowl
1,security aide says us will be stronger in korea after troop withdrawal afp,afp  us national security advisory condoleezza rice said that us military power on the korean peninsula will be stronger even if 12 000 troops are withdrawn under a controversial troop withdrawal plan
3,oil soars above 47 on us supply jitters,paris oil prices climbed to another high on wednesday after figures showed us crude supplies were down for a third straight week while a report from opec highlighted the threat of high oil prices for world economies
3,barclays set to purchase credit card company,london barclays said wednesday it would buy the us credit card company juniper financial for $293 million as part of its international expansion plan
3,bank of america layoffs effect fleet banks employees,bank of america acquired boston based fleet financial corporation last spring  promising at the time there would be no job cuts from the merger
3,fuel surcharges grow,london air france and its unit klm royal dutch airlines as well as british midland airways announced new fare surcharges on wednesday as a result of higher fuel costs they follow similar moves by british airways and deutsche lufthansa
3,inflation slows across euro region,brussels inflation in the 12 countries sharing the euro slowed for a second month in july as faltering consumer demand deterred companies from passing on rising energy costs but economists said higher oil prices may fuel a reversal of that trend as the
4,microsoft delays upgrade,redmond washington microsoft has delayed the automated distribution of a major security upgrade to its windows xp professional computer operating system citing a desire to give companies more time to test it
4,half of us web users use broadband internet connection,a small majority of us internet users are connected with broadband service for the first time 51 percent of home internet connections are broadband services in july according to a nielsen netratings report
4,mars hills crater yield evidence of flowing water,los angeles reuters  the hills of mars yielded more tantalizing clues about how water shaped the red planet in tests by nasa 39 s robotic geologist spirit while its twin opportunity observed the deep crater it climbed into two months
4,compuware asks court to sanction ibm,an emergency motion was filed friday the 13th of august in us district court of eastern michigan compuware said that ibm failed to provide essential evidence which includes several pieces of disputed software source code until after the case 39 s
4,microsoft previews 64 bit xp promises no price hikes,it posted a free beta version and said the new edition would be priced at the same level as the 32 bit edition
4,less outlook clutter with new add on toolkit,you software a small oregon based company released a set of add on tools for microsoft outlook an e mail client on wednesday
2,brazil hit haiti for six in peace match,port au prince aug 18 reuters  ronaldinho scored a hat trick as world champions brazil cantered to a 6 0 win over haiti in a friendly dubbed the peace match on wednesday
1,berlusconi shrugs off fears of new terror threat after sardinia bomb scare,silvio berlusconi brushed off fears yesterday of a fresh terrorist threat in italy insisting he would finish his holiday in sardinia despite a bomb scare in the seaside town where tony blair ended a flying visit yesterday
1,death toll of salvadoran jail riot rises to 30,mexico city aug 18 xinhuanet a riot taking place wednesday at la esperanza jail in mariona in the outskirts of el salvador left a toll of 30 dead and 28 injured with six grenades exploding
1,iraqi group threatens to kill missing journalist,baghdad  a militant group has released a video saying it kidnapped a missing journalist in iraq and would kill him unless us forces left najaf within 48 hours
3,medtronic net up on higher icd sales,chicago reuters  medtronic inc  lt a href= http  www investor reuters com fullquote aspx ticker=mdt n target= stocks quickinfo fullquote gt mdt n lt a gt on wednesday said its quarterly earnings rose on surprisingly brisk demand for devices that slow racing heartbeats offsetting a weaker than expected performance in some of its other businesses
4,shielding your skin from the summer sun,americans have a passion for the great outdoors but often seem downright lackadaisical about protecting their skin from the sun s damaging rays myths about sun exposure  and there are quite a few  may encourage people s risky behaviors experts say
4,health highlights aug 18 2004,here are some of the latest health and medical news developments compiled by editors of healthday   greek athletes who missed drug test quit games the two greek athletes who missed a drug test on aug 12 have withdrawn from the olympic games
4,google gets ipo go ahead,after rocky road to public offering search engine proceeds but what will it do with its windfall
4,new program lets people design 3 d objects,programs for computer aided design or cad have been around for decades but emachineshop com appears to be the first service that checks whether a design can be made tells the customer how much it will cost if the customer wants the item the design goes to a real world machine shop for manufacturing
